MatchId,Player,Team,RatingPoints,EstimatedRating,CoachesVotes,Supercoach,DreamTeamPoints,TimeOnGround,Kicks,Handballs,Disposals,DisposalEfficiency,MetresGained,Inside50s,Turnovers,Tackles,PressureActs,KickIns,ContestedPossessions,GroundBallGets,Intercepts,Marks,InterceptMarks,ContestedMarks,CentreBounceAttendancePercentage,TotalClearances,FirstPossessions,RuckContests,Hitouts,HitoutsToAdvantage,ShotsAtGoal,Goals,Behinds,GoalAssists,ScoreInvolvements,ScoreLaunches,Season,Round
20190103,Xavier Duursma,Port Adelaide,8.9,5.72,0,67,71,77,9,7,16,87.5,212,1,1,2,13,,3,2,2,5,0,0,,0,1.0,0,0,0,2,1,1,1,7,0,2019,1
20190103,Alex Neal-Bullen,Melbourne,8.8,10.67,0,67,68,89,9,6,15,60.0,191,1,3,5,30,,9,7,2,2,1,0,,2,1.0,0,0,0,2,0,2,0,5,1,2019,1
20190103,Clayton Oliver,Melbourne,8.8,16.47,0,71,73,78,13,10,23,73.9,490,5,5,3,21,,11,6,4,1,0,0,,5,3.0,0,0,0,1,0,0,0,3,2,2019,1
20190103,Tom Rockliff,Port Adelaide,8.4,9.44,7,138,166,81,24,20,44,70.5,504,2,8,8,18,,12,10,2,10,0,0,,4,8.0,1,0,0,0,0,0,0,5,1,2019,1
20190103,Darcy Byrne-Jones,Port Adelaide,7.8,7.75,0,76,69,79,11,8,19,73.7,212,1,5,2,10,,7,6,7,5,1,1,,0,0.0,0,0,0,0,0,0,0,3,1,2019,1
20190103,Robbie Gray,Port Adelaide,7.7,13.44,0,91,79,90,10,13,23,60.9,359,5,4,2,20,,10,5,0,4,0,0,,3,3.0,0,0,0,4,1,3,1,8,0,2019,1
20190103,Todd Marshall,Port Adelaide,7.6,8.19,0,48,50,72,8,2,10,70.0,194,1,2,0,3,,2,0,1,4,0,0,,0,0.0,1,0,0,2,1,1,1,5,0,2019,1
20190103,Paddy Ryder,Port Adelaide,7.6,14.04,0,68,46,81,4,4,8,75.0,118,4,2,1,9,,7,4,1,2,1,1,,2,0.0,29,16,7,1,0,1,2,5,2,2019,1
20190103,Zak Butters,Port Adelaide,6.9,5.36,0,67,64,84,7,6,13,53.8,189,0,2,3,11,,4,2,2,2,0,0,,1,1.0,0,0,0,2,2,0,0,4,1,2019,1
20190103,Marty Hore,Melbourne,6.7,5.36,0,58,42,82,7,7,14,71.4,187,0,3,1,8,,7,7,8,2,0,0,,0,0.0,0,0,0,0,0,0,0,1,1,2019,1
20190103,Tom Clurey,Port Adelaide,6.6,7.94,0,64,54,90,11,4,15,73.3,182,0,4,1,3,,5,4,10,3,3,1,,0,0.0,0,0,0,0,0,0,0,3,1,2019,1
20190103,Jake Melksham,Melbourne,6.3,11.27,0,88,81,84,15,1,16,62.5,246,4,7,1,11,,2,1,0,8,0,0,,0,0.0,0,0,0,2,2,0,4,9,0,2019,1
20190103,Charlie Spargo,Melbourne,6.1,6.85,0,35,49,84,6,5,11,81.8,173,2,2,0,22,,2,1,1,7,0,0,,0,0.0,0,0,0,0,0,0,1,5,1,2019,1
20190103,Nathan Jones,Melbourne,5.7,10.63,0,71,78,74,12,7,19,73.7,419,2,4,1,7,,3,2,1,6,0,0,,1,1.0,0,0,0,2,1,0,0,5,1,2019,1
20190103,Ryan Burton,Port Adelaide,5.0,8.23,0,81,93,80,19,7,26,61.5,548,5,4,5,13,,4,4,6,3,1,0,,1,0.0,0,0,0,2,0,2,1,3,1,2019,1
20190103,Jack Viney,Melbourne,3.4,12.73,0,41,47,67,6,4,10,60.0,233,3,4,4,25,,3,2,1,1,0,0,,0,1.0,0,0,0,1,0,0,0,1,0,2019,1
