Season,Player,Surname,First_name,Teams,Votes,Games,Votes_3,Votes_2,Votes_1,Games_polled,Vote_system
1931,Fred Gilby,Gilby,Fred,Carlton,3,15,,,,,3-2-1
1931,Frank Gill,Gill,Frank,Carlton,3,18,,,,,3-2-1
1931,Gordon Coventry,Coventry,Gordon,Collingwood,3,17,,,,,3-2-1
1931,Paddy Walsh,Walsh,Paddy,Essendon,3,14,,,,,3-2-1
1931,Bill Lowenthal,Lowenthal,Bill,Essendon,3,15,,,,,3-2-1
1931,Len Johnson,Johnson,Len,Essendon,3,18,,,,,3-2-1
1931,Garnet Campbell,Campbell,Garnet,Essendon,3,15,,,,,3-2-1
1931,Norm Le Brun,Le Brun,Norm,Essendon,3,12,,,,,3-2-1
1931,Leo Bird,Bird,Leo,Fitzroy,3,8,,,,,3-2-1
1931,Wally OBrien,OBrien,Wally,Footscray,3,11,,,,,3-2-1
1931,Bill Cubbins,Cubbins,Bill,Footscray,3,18,,,,,3-2-1
1931,Milton Lamb,Lamb,Milton,Geelong,3,17,,,,,3-2-1
1931,Tommy Quinn,Quinn,Tommy,Geelong,3,18,,,,,3-2-1
1931,Ted Pool,Pool,Ted,Hawthorn,3,16,,,,,3-2-1
1931,Keith Sharpley,Sharpley,Keith,Hawthorn,3,15,,,,,3-2-1
1931,Walter Ware,Ware,Walter,Hawthorn,3,16,,,,,3-2-1
1931,Jimmy Davidson,Davidson,Jimmy,Melbourne,3,18,,,,,3-2-1
1931,Frank Smith,Smith,Frank,Melbourne,3,12,,,,,3-2-1
1931,Ivor Warne-Smith,Warne-Smith,Ivor,Melbourne,3,16,,,,,3-2-1
1931,Len Hooke,Hooke,Len,North Melbourne,3,9,,,,,3-2-1
1931,Ben Whittam,Whittam,Ben,North Melbourne,3,17,,,,,3-2-1
1931,Frank Ford,Ford,Frank,Richmond,3,14,,,,,3-2-1
1931,Kevin ONeill,ONeill,Kevin,Richmond,3,18,,,,,3-2-1
1931,Eric Zschech,Zschech,Eric,Richmond,3,17,,,,,3-2-1
1931,Terry Brain,Brain,Terry,South Melbourne,3,15,,,,,3-2-1
1931,Bill Mohr,Mohr,Bill,St Kilda,3,16,,,,,3-2-1
1931,Syd Carman,Carman,Syd,Essendon,2,17,,,,,3-2-1
1931,Jack Vosti,Vosti,Jack,Essendon,2,16,,,,,3-2-1
1931,Fred Davies,Davies,Fred,Fitzroy,2,16,,,,,3-2-1
1931,Ray Niven,Niven,Ray,Fitzroy,2,10,,,,,3-2-1
1931,Roy McKay,McKay,Roy,Footscray,2,18,,1,,1,3-2-1
1931,Arthur Stevens,Stevens,Arthur,Footscray,2,11,,,,,3-2-1
1931,Leo Murphy,Murphy,Leo,Hawthorn,2,16,,,,,3-2-1
1931,Jim Francis,Francis,Jim,Hawthorn,2,18,,,,,3-2-1
1931,Bert Ashby,Ashby,Bert,Hawthorn,2,12,,,,,3-2-1
1931,Bert Mills,Mills,Bert,Hawthorn,2,17,,,,,3-2-1
1931,Hec Davidson,Davidson,Hec,Melbourne,2,6,,,,,3-2-1
1931,Harry Long,Long,Harry,Melbourne,2,18,,,,,3-2-1
1931,Jim Abernethy,Abernethy,Jim,Melbourne,2,18,,,,,3-2-1
1931,Syd Barker,Barker,Syd,North Melbourne,2,18,,,,,3-2-1
1931,Dave Ferguson,Ferguson,Dave,North Melbourne,2,7,,,,,3-2-1
1931,Joe Murdoch,Murdoch,Joe,Richmond,2,18,,,,,3-2-1
1931,Len Milburn,Milburn,Len,South Melbourne,2,12,,,,,3-2-1
1931,George Chapman,Chapman,George,St Kilda,2,10,,,,,3-2-1
1931,Jim Forbes,Forbes,Jim,St Kilda,2,8,,,,,3-2-1
1931,George White,White,George,St Kilda,2,13,,,,,3-2-1
1931,Mickey Crisp,Crisp,Mickey,Carlton,1,18,,,1,1,3-2-1
1931,Syd Coventry,Coventry,Syd,Collingwood,1,13,,,1,1,3-2-1
1931,Bob Makeham,Makeham,Bob,Collingwood,1,18,,,1,1,3-2-1
1931,Frank Murphy,Murphy,Frank,Collingwood,1,16,,,1,1,3-2-1
1931,George Tatham,Tatham,George,Collingwood,1,14,,,1,1,3-2-1
1931,Thomas Clarke,Clarke,Thomas,Essendon,1,16,,,1,1,3-2-1
1931,Clarrie Hearn,Hearn,Clarrie,Essendon,1,11,,,1,1,3-2-1
1931,Rowley Watt,Watt,Rowley,Essendon,1,17,,,1,1,3-2-1
1931,Willis Reeve,Reeve,Willis,Fitzroy,1,14,,,1,1,3-2-1
1931,Wally Minogue,Minogue,Wally,Footscray,1,17,,,1,1,3-2-1
1931,Edward Baker,Baker,Edward,Geelong,1,17,,,1,1,3-2-1
1931,Bob Hammond,Hammond,Bob,Hawthorn,1,8,,,1,1,3-2-1
1931,Donald Mills,Mills,Donald,Hawthorn,1,11,,,1,1,3-2-1
1931,Mowbray Weir,Weir,Mowbray,North Melbourne,1,12,,,1,1,3-2-1
1931,Harry Weidner,Weidner,Harry,Richmond,1,18,,,1,1,3-2-1
1931,John Austin,Austin,John,South Melbourne,1,18,,,1,1,3-2-1
1931,Jack Patterson,Patterson,Jack,South Melbourne,1,14,,,1,1,3-2-1
1931,Bob Pratt,Pratt,Bob,South Melbourne,1,15,,,1,1,3-2-1
1931,Joe Scanlan,Scanlan,Joe,South Melbourne,1,10,,,1,1,3-2-1
1931,Roy Bence,Bence,Roy,St Kilda,1,15,,,1,1,3-2-1
1931,Billy Stevens,Stevens,Billy,St Kilda,1,11,,,1,1,3-2-1
1932,Haydn Bunton,Bunton,Haydn,Fitzroy,23,14,5,2,4,11,3-2-1
1932,George Moloney,Moloney,George,Geelong,16,18,,,,,3-2-1
1932,Bill Faul,Faul,Bill,South Melbourne,16,16,,,,,3-2-1
1932,Ivan McAlpine,McAlpine,Ivan,Footscray,15,17,,,,,3-2-1
1932,Percy Beames,Beames,Percy,Melbourne,12,16,,,,,3-2-1
1932,John Lewis,Lewis,John,North Melbourne,12,17,,,,,3-2-1
1932,Jack Dyer,Dyer,Jack,Richmond,12,10,,,,,3-2-1
1932,Stan Judkins,Judkins,Stan,Richmond,12,18,,,,,3-2-1
1932,Wilfred Smallhorn,Smallhorn,Wilfred,Fitzroy,10,14,,,,,3-2-1
1932,Reg Hickey,Hickey,Reg,Geelong,10,17,,,,,3-2-1
1932,Gordon Strang,Strang,Gordon,Richmond,10,17,,,,,3-2-1
1932,Fred Phillips,Phillips,Fred,St Kilda,10,17,,,,,3-2-1
1932,Mickey Crisp,Crisp,Mickey,Carlton,9,15,,,,,3-2-1
1932,Eric Huxtable,Huxtable,Eric,Carlton,9,17,,,,,3-2-1
1932,Wally Carter,Carter,Wally,North Melbourne,9,9,,,,,3-2-1
1932,Syd Coventry,Coventry,Syd,Collingwood,8,18,,,,,3-2-1
1932,Howard Okey,Okey,Howard,Essendon,8,18,,,,,3-2-1
1932,Jack Carney,Carney,Jack,Geelong,8,18,,,,,3-2-1
1932,Charlie Gaudion,Gaudion,Charlie,North Melbourne,8,10,,,,,3-2-1
1932,Jack Patterson,Patterson,Jack,North Melbourne,8,15,,,,,3-2-1
1932,Don Harris,Harris,Don,Collingwood,7,15,,,,,3-2-1
1932,Norm Ware,Ware,Norm,Footscray,7,18,,,,,3-2-1
1932,Jim Francis,Francis,Jim,Hawthorn,7,16,,,,,3-2-1
1932,Francis Vine,Vine,Francis,Melbourne,7,18,,,,,3-2-1
1932,Terry Brain,Brain,Terry,South Melbourne,7,17,,,,,3-2-1
1932,Gordon Mackie,Mackie,Gordon,Carlton,6,18,,,,,3-2-1
1932,Gordon Coventry,Coventry,Gordon,Collingwood,6,17,,,,,3-2-1
1932,Thomas Clarke,Clarke,Thomas,Essendon,6,12,,,,,3-2-1
1932,Jack Moriarty,Moriarty,Jack,Fitzroy,6,18,,,,,3-2-1
1932,Tom Waye,Waye,Tom,Footscray,6,13,,,,,3-2-1
1932,Stan Spinks,Spinks,Stan,Hawthorn,6,14,,,,,3-2-1
1932,Stuart Stewart,Stewart,Stuart,Hawthorn,6,12,,,,,3-2-1
1932,Arthur Dickens,Dickens,Arthur,Melbourne,6,13,,,,,3-2-1
1932,Don Hooper,Hooper,Don,Melbourne,6,13,,,,,3-2-1
1932,Bob Pratt,Pratt,Bob,South Melbourne,6,16,,,,,3-2-1
1932,Peter Reville,Reville,Peter,South Melbourne,6,16,,,,,3-2-1
1932,Harry Comte,Comte,Harry,St Kilda,6,18,,,,,3-2-1
1932,Jack Davis,Davis,Jack,St Kilda,6,17,,,,,3-2-1
1932,Maurie Johnson,Johnson,Maurie,Carlton,5,17,,,,,3-2-1
1932,Jack Regan,Regan,Jack,Collingwood,5,17,,,,,3-2-1
1932,Syd Carman,Carman,Syd,Essendon,5,17,,,,,3-2-1
1932,Cecil Kerr,Kerr,Cecil,Fitzroy,5,12,,,,,3-2-1
1932,Jack Collins,Collins,Jack,Geelong,5,18,,,,,3-2-1
1932,Jack Walker,Walker,Jack,Geelong,5,18,,,,,3-2-1
1932,George Bennett,Bennett,George,Hawthorn,5,12,,,,,3-2-1
1932,Bert Mills,Mills,Bert,Hawthorn,5,15,,,,,3-2-1
1932,Ernest Utting,Utting,Ernest,Hawthorn,5,15,,,,,3-2-1
1932,Harry Long,Long,Harry,Melbourne,5,17,,,,,3-2-1
1932,Doug Strang,Strang,Doug,Richmond,5,17,,,,,3-2-1
1932,Jack Anderson,Anderson,Jack,St Kilda,5,16,,,,,3-2-1
1932,Harold Matthews,Matthews,Harold,St Kilda,5,16,,,,,3-2-1
1932,Jack Beveridge,Beveridge,Jack,Collingwood,4,18,,,,,3-2-1
1932,Harry Collier,Collier,Harry,Collingwood,4,16,,,,,3-2-1
1932,Harold Rumney,Rumney,Harold,Collingwood,4,15,,,,,3-2-1
1932,Garnet Campbell,Campbell,Garnet,Essendon,4,16,,,,,3-2-1
1932,Keith Forbes,Forbes,Keith,Essendon,4,15,,,,,3-2-1
1932,Frank Ford,Ford,Frank,Essendon,4,16,,,,,3-2-1
1932,Willis Reeve,Reeve,Willis,Fitzroy,4,14,,,,,3-2-1
1932,Tommy Williams,Williams,Tommy,Fitzroy,4,18,,,,,3-2-1
1932,Alby Morrison,Morrison,Alby,Footscray,4,17,,,,,3-2-1
1932,Mark Daffey,Daffey,Mark,Hawthorn,4,14,,,,,3-2-1
1932,Jimmy Davidson,Davidson,Jimmy,Melbourne,4,17,,,,,3-2-1
1932,Neville Huggins,Huggins,Neville,North Melbourne,4,18,,,,,3-2-1
1932,Ted Llewellyn,Llewellyn,Ted,North Melbourne,4,13,,,,,3-2-1
1932,Jack Bisset,Bisset,Jack,South Melbourne,4,17,,,,,3-2-1
1932,Ron Hillis,Hillis,Ron,South Melbourne,4,17,,,,,3-2-1
1932,Roy Bence,Bence,Roy,St Kilda,4,18,,,,,3-2-1
1932,Bob Kenna,Kenna,Bob,St Kilda,4,11,,,,,3-2-1
1932,Harry Vallence,Vallence,Harry,Carlton,3,16,,,,,3-2-1
1932,Eric Little,Little,Eric,Carlton,3,13,,,,,3-2-1
1932,Jack Green,Green,Jack,Carlton,3,16,,,,,3-2-1
1932,Fred Gilby,Gilby,Fred,Carlton,3,16,,,,,3-2-1
1932,Joe Kelly,Kelly,Joe,Carlton,3,15,,,,,3-2-1
1932,Frank Gill,Gill,Frank,Carlton,3,15,,,,,3-2-1
1932,Bruce Anderson,Anderson,Bruce,Essendon,3,16,,,,,3-2-1
1932,Ted Freyer,Freyer,Ted,Essendon,3,18,,,,,3-2-1
1932,Len Johnson,Johnson,Len,Essendon,3,16,,,,,3-2-1
1932,Frank Nash,Nash,Frank,Essendon,3,14,,,,,3-2-1
1932,Paddy Walsh,Walsh,Paddy,Essendon,3,13,,,,,3-2-1
1932,Bill Spurling,Spurling,Bill,Footscray,3,18,,,,,3-2-1
1932,Jack Williams,Williams,Jack,Geelong,3,17,,,,,3-2-1
1932,Norm Collins,Collins,Norm,Hawthorn,3,12,,,,,3-2-1
1932,Stan Fisher,Fisher,Stan,Hawthorn,3,6,,,,,3-2-1
1932,George Margitich,Margitich,George,Melbourne,3,17,,,,,3-2-1
1932,George Jerram,Jerram,George,North Melbourne,3,17,,,,,3-2-1
1932,Allan Geddes,Geddes,Allan,Richmond,3,13,,,,,3-2-1
1932,Kevin ONeill,ONeill,Kevin,Richmond,3,18,,,,,3-2-1
1932,Austin Robertson,Robertson,Austin,South Melbourne,3,17,,,,,3-2-1
1932,Brighton Diggins,Diggins,Brighton,South Melbourne,3,10,,,,,3-2-1
1932,Len Thomas,Thomas,Len,South Melbourne,3,16,,,,,3-2-1
1932,Bill Mohr,Mohr,Bill,St Kilda,3,18,,,,,3-2-1
1932,William Roberts,Roberts,William,St Kilda,3,17,,,,,3-2-1
1932,Ron Cooper,Cooper,Ron,Carlton,2,14,,,,,3-2-1
1932,Bruce Andrew,Andrew,Bruce,Collingwood,2,16,,,,,3-2-1
1932,Billy Libbis,Libbis,Billy,Collingwood,2,16,,,,,3-2-1
1932,John Ryan,Ryan,John,Essendon Fitzroy,2,6,,,,,3-2-1
1932,Joe Hammond,Hammond,Joe,Essendon,2,6,,,,,3-2-1
1932,Jock OBrien,OBrien,Jock,Essendon,2,8,,,,,3-2-1
1932,George Chapman,Chapman,George,Fitzroy,2,13,,,,,3-2-1
1932,Horrie Dawson,Dawson,Horrie,Fitzroy,2,15,,,,,3-2-1
1932,Jack Sexton,Sexton,Jack,Fitzroy,2,17,,,,,3-2-1
1932,Jack Hanson,Hanson,Jack,Footscray,2,6,,,,,3-2-1
1932,Bill Kuhlken,Kuhlken,Bill,Geelong,2,8,,,,,3-2-1
1932,Bob Troughton,Troughton,Bob,Geelong,2,18,,,,,3-2-1
1932,Johnny Gregory,Gregory,Johnny,North Melbourne,2,17,,,,,3-2-1
1932,Dick Taylor,Taylor,Dick,North Melbourne,2,14,,,,,3-2-1
1932,Perce Bentley,Bentley,Perce,Richmond,2,18,,,,,3-2-1
1932,Bert Foster,Foster,Bert,Richmond,2,11,,,,,3-2-1
1932,Basil McCormack,McCormack,Basil,Richmond,2,18,,,,,3-2-1
1932,Jack Titus,Titus,Jack,Richmond,2,15,,,,,3-2-1
1932,Hec McKay,McKay,Hec,South Melbourne,2,16,,,,,3-2-1
1932,Stuart King,King,Stuart,St Kilda,2,15,,,,,3-2-1
1932,Keith Shea,Shea,Keith,Carlton,1,7,,,1,1,3-2-1
1932,Colin Martyn,Martyn,Colin,Carlton,1,11,,,1,1,3-2-1
1932,Charlie Davey,Davey,Charlie,Carlton,1,18,,,1,1,3-2-1
1932,Leo Oprey,Oprey,Leo,Carlton,1,15,,,1,1,3-2-1
1932,Jack Ross,Ross,Jack,Collingwood,1,10,,,1,1,3-2-1
1932,Colin Benham,Benham,Colin,Fitzroy,1,13,,,1,1,3-2-1
1932,Frank Curcio,Curcio,Frank,Fitzroy,1,16,,,1,1,3-2-1
1932,Percy Roberts,Roberts,Percy,Fitzroy,1,16,,,1,1,3-2-1
1932,Bill Cubbins,Cubbins,Bill,Footscray,1,14,,,1,1,3-2-1
1932,Jack Fincher,Fincher,Jack,Footscray,1,18,,,1,1,3-2-1
1932,Allan Hopkins,Hopkins,Allan,Footscray,1,13,,,1,1,3-2-1
1932,Wally Minogue,Minogue,Wally,Footscray,1,17,,,1,1,3-2-1
1932,Wally OBrien,OBrien,Wally,Footscray,1,18,,,1,1,3-2-1
1932,Bill Anderson,Anderson,Bill,Geelong,1,6,,,1,1,3-2-1
1932,Lachlan Cameron,Cameron,Lachlan,Hawthorn,1,5,,,1,1,3-2-1
1932,Bert Hyde,Hyde,Bert,Hawthorn,1,11,,,1,1,3-2-1
1932,Ted Pool,Pool,Ted,Hawthorn,1,16,,,1,1,3-2-1
1932,Alan Ryan,Ryan,Alan,Melbourne,1,9,,,1,1,3-2-1
1932,Bill Adams,Adams,Bill,Melbourne,1,15,,,1,1,3-2-1
1932,Joe Kinnear,Kinnear,Joe,Melbourne,1,15,,,1,1,3-2-1
1932,Gordon Ogden,Ogden,Gordon,Melbourne,1,12,,,1,1,3-2-1
1932,Ray Usher,Usher,Ray,Melbourne,1,15,,,1,1,3-2-1
1932,Selwyn Baker,Baker,Selwyn,North Melbourne,1,14,,,1,1,3-2-1
1932,Tom Fitzmaurice,Fitzmaurice,Tom,North Melbourne,1,17,,,1,1,3-2-1
1932,Martin Bolger,Bolger,Martin,Richmond,1,16,,,1,1,3-2-1
1932,Harry Clarke,Clarke,Harry,South Melbourne,1,15,,,1,1,3-2-1
1932,Johnny Leonard,Leonard,Johnny,South Melbourne,1,11,,,1,1,3-2-1
1932,Rod Leffanue,Leffanue,Rod,South Melbourne,1,7,,,1,1,3-2-1
1932,Clem Morden,Morden,Clem,Collingwood St Kilda,1,2,,,1,1,3-2-1
1933,Wilfred Smallhorn,Smallhorn,Wilfred,Fitzroy,18,17,,,,,3-2-1
1933,Bill Lowenthal,Lowenthal,Bill,Essendon,17,15,,,,,3-2-1
1933,Jack Davis,Davis,Jack,St Kilda,15,16,,,,,3-2-1
1933,Allan Hopkins,Hopkins,Allan,Footscray,13,16,,,,,3-2-1
1933,Norm Ware,Ware,Norm,Footscray,13,14,,,,,3-2-1
1933,Kevin ONeill,ONeill,Kevin,Richmond,13,17,,,,,3-2-1
1933,Jack Beveridge,Beveridge,Jack,Collingwood,12,18,,,,,3-2-1
1933,Dick Reynolds,Reynolds,Dick,Essendon,12,15,,,,,3-2-1
1933,Haydn Bunton,Bunton,Haydn,Fitzroy,12,17,,,,,3-2-1
1933,Ray Martin,Martin,Ray,Richmond,11,18,,,,,3-2-1
1933,Gordon Mackie,Mackie,Gordon,Carlton,9,13,,,,,3-2-1
1933,Jack Anderson,Anderson,Jack,St Kilda,9,15,,,,,3-2-1
1933,Eric Huxtable,Huxtable,Eric,Carlton,8,14,,,,,3-2-1
1933,Albert Collier,Collier,Albert,Collingwood,8,18,,,,,3-2-1
1933,Jack Regan,Regan,Jack,Collingwood,8,12,,,,,3-2-1
1933,Alan Rait,Rait,Alan,Footscray,8,15,,,,,3-2-1
1933,Jack Vosti,Vosti,Jack,Footscray,8,14,,,,,3-2-1
1933,Jack Collins,Collins,Jack,Geelong,8,13,,,,,3-2-1
1933,Les Hardiman,Hardiman,Les,Geelong,8,18,,,,,3-2-1
1933,Jack Lynch,Lynch,Jack,North Melbourne,8,15,,,,,3-2-1
1933,Laurie Nash,Nash,Laurie,South Melbourne,8,16,,,,,3-2-1
1933,Bob Pratt,Pratt,Bob,South Melbourne,8,16,,,,,3-2-1
1933,Peter Reville,Reville,Peter,South Melbourne,8,18,,,,,3-2-1
1933,Gordon Coventry,Coventry,Gordon,Collingwood,7,17,,,,,3-2-1
1933,Ted Pool,Pool,Ted,Hawthorn,7,18,,,,,3-2-1
1933,Stan Spinks,Spinks,Stan,Hawthorn,7,15,,,,,3-2-1
1933,Stuart Stewart,Stewart,Stuart,Hawthorn,7,17,,,,,3-2-1
1933,Eric Glass,Glass,Eric,Melbourne,7,13,,,,,3-2-1
1933,Gordon Strang,Strang,Gordon,Richmond,7,17,,,,,3-2-1
1933,Harry Clarke,Clarke,Harry,South Melbourne,7,17,,,,,3-2-1
1933,Bill Mohr,Mohr,Bill,St Kilda,7,15,,,,,3-2-1
1933,Harold Rumney,Rumney,Harold,Collingwood,6,15,,,,,3-2-1
1933,Thomas Clarke,Clarke,Thomas,Essendon,6,16,,,,,3-2-1
1933,Reg Hickey,Hickey,Reg,Geelong,6,13,,,,,3-2-1
1933,Bert Hyde,Hyde,Bert,Hawthorn,6,15,,,,,3-2-1
1933,Jim Adamson,Adamson,Jim,North Melbourne,6,17,,,,,3-2-1
1933,Jim Bicknell,Bicknell,Jim,North Melbourne,6,16,,,,,3-2-1
1933,Allan Geddes,Geddes,Allan,Richmond,6,15,,,,,3-2-1
1933,Stan Judkins,Judkins,Stan,Richmond,6,18,,,,,3-2-1
1933,Eric Zschech,Zschech,Eric,Richmond,6,17,,,,,3-2-1
1933,Keith Forbes,Forbes,Keith,Essendon,5,15,,,,,3-2-1
1933,Doug Nicholls,Nicholls,Doug,Fitzroy,5,12,,,,,3-2-1
1933,Bill Grundy,Grundy,Bill,Footscray,5,13,,,,,3-2-1
1933,Len Metherell,Metherell,Len,Geelong,5,17,,,,,3-2-1
1933,Tommy Quinn,Quinn,Tommy,Geelong,5,18,,,,,3-2-1
1933,Clarrie Lonsdale,Lonsdale,Clarrie,Hawthorn,5,16,,,,,3-2-1
1933,Jack Power,Power,Jack,Melbourne,5,15,,,,,3-2-1
1933,Charlie Gaudion,Gaudion,Charlie,North Melbourne,5,16,,,,,3-2-1
1933,Jack Wrout,Wrout,Jack,North Melbourne,5,12,,,,,3-2-1
1933,Charlie Cameron,Cameron,Charlie,North Melbourne,5,17,,,,,3-2-1
1933,Harry Comte,Comte,Harry,St Kilda,5,17,,,,,3-2-1
1933,Mickey Crisp,Crisp,Mickey,Carlton,4,14,,,,,3-2-1
1933,Charlie Davey,Davey,Charlie,Carlton,4,17,,,,,3-2-1
1933,Frank Kelly,Kelly,Frank,Collingwood,4,15,,,,,3-2-1
1933,George Moloney,Moloney,George,Geelong,4,14,,,,,3-2-1
1933,George Todd,Todd,George,Geelong,4,18,,,,,3-2-1
1933,Percy Beames,Beames,Percy,Melbourne,4,12,,,,,3-2-1
1933,Colin Niven,Niven,Colin,Melbourne,4,18,,,,,3-2-1
1933,Horrie Bullen,Bullen,Horrie,Carlton,3,16,,,,,3-2-1
1933,Frank Gill,Gill,Frank,Carlton,3,10,,,,,3-2-1
1933,Joe Kelly,Kelly,Joe,Carlton,3,14,,,,,3-2-1
1933,Horrie Edmonds,Edmonds,Horrie,Collingwood,3,14,,,,,3-2-1
1933,Bruce Anderson,Anderson,Bruce,Essendon,3,17,,,,,3-2-1
1933,George Bell,Bell,George,Essendon,3,8,,,,,3-2-1
1933,Jock OBrien,OBrien,Jock,Essendon,3,7,,,,,3-2-1
1933,Paddy Walsh,Walsh,Paddy,Essendon,3,16,,,,,3-2-1
1933,Tommy Williams,Williams,Tommy,Fitzroy,3,15,,,,,3-2-1
1933,Roy McKay,McKay,Roy,Footscray,3,18,,,,,3-2-1
1933,Alby Morrison,Morrison,Alby,Footscray,3,17,,,,,3-2-1
1933,Bernie OBrien,OBrien,Bernie,Footscray,3,11,,,,,3-2-1
1933,Clive Coles,Coles,Clive,Geelong,3,16,,,,,3-2-1
1933,Bob Troughton,Troughton,Bob,Geelong,3,15,,,,,3-2-1
1933,Jack Walker,Walker,Jack,Geelong,3,16,,,,,3-2-1
1933,George Bennett,Bennett,George,Hawthorn,3,14,,,,,3-2-1
1933,Jim Francis,Francis,Jim,Hawthorn,3,14,,,,,3-2-1
1933,Ernie Loveless,Loveless,Ernie,Hawthorn,3,15,,,,,3-2-1
1933,Roy Rodda,Rodda,Roy,Hawthorn,3,14,,,,,3-2-1
1933,Billy Libbis,Libbis,Billy,Collingwood Melbourne,3,15,,,,,3-2-1
1933,Charlie Longhurst,Longhurst,Charlie,Melbourne,3,11,,,,,3-2-1
1933,Neville Huggins,Huggins,Neville,North Melbourne,3,17,,,,,3-2-1
1933,Jack Dyer,Dyer,Jack,Richmond,3,18,,,,,3-2-1
1933,Maurie Hunter,Hunter,Maurie,Richmond,3,18,,,,,3-2-1
1933,Maurie Sheahan,Sheahan,Maurie,Richmond,3,10,,,,,3-2-1
1933,Brighton Diggins,Diggins,Brighton,South Melbourne,3,11,,,,,3-2-1
1933,Ron Hillis,Hillis,Ron,South Melbourne,3,18,,,,,3-2-1
1933,Hugh McLaughlin,McLaughlin,Hugh,South Melbourne,3,14,,,,,3-2-1
1933,Len Thomas,Thomas,Len,South Melbourne,3,17,,,,,3-2-1
1933,Roy Bence,Bence,Roy,St Kilda,3,6,,,,,3-2-1
1933,Bob Kenna,Kenna,Bob,St Kilda,3,10,,,,,3-2-1
1933,Colin Watson,Watson,Colin,St Kilda,3,17,,,,,3-2-1
1933,Harry Vallence,Vallence,Harry,Carlton,2,17,,,,,3-2-1
1933,Ansell Clarke,Clarke,Ansell,Carlton,2,17,,,,,3-2-1
1933,Keith Shea,Shea,Keith,Carlton,2,16,,,,,3-2-1
1933,Les Hughson,Hughson,Les,Carlton,2,8,,,,,3-2-1
1933,Maurie Johnson,Johnson,Maurie,Carlton,2,13,,,,,3-2-1
1933,Harry Collier,Collier,Harry,Collingwood,2,18,,,,,3-2-1
1933,Syd Carman,Carman,Syd,Essendon,2,14,,,,,3-2-1
1933,Ted Rippon,Rippon,Ted,Essendon,2,6,,,,,3-2-1
1933,Wally Gray,Gray,Wally,Fitzroy,2,15,,,,,3-2-1
1933,Ray Niven,Niven,Ray,Fitzroy,2,12,,,,,3-2-1
1933,Clete Turner,Turner,Clete,Fitzroy,2,9,,,,,3-2-1
1933,Roy Rodwell,Rodwell,Roy,Footscray,2,15,,,,,3-2-1
1933,Jack Williams,Williams,Jack,Geelong,2,17,,,,,3-2-1
1933,Bert Mills,Mills,Bert,Hawthorn,2,17,,,,,3-2-1
1933,Les Jones,Jones,Les,Melbourne,2,14,,,,,3-2-1
1933,Harry Long,Long,Harry,Melbourne,2,18,,,,,3-2-1
1933,Gordon Ogden,Ogden,Gordon,Melbourne,2,14,,,,,3-2-1
1933,Bob Johnson,Johnson,Bob,Melbourne,2,15,,,,,3-2-1
1933,Wally Carter,Carter,Wally,North Melbourne,2,13,,,,,3-2-1
1933,Tom Fitzmaurice,Fitzmaurice,Tom,North Melbourne,2,16,,,,,3-2-1
1933,John Lewis,Lewis,John,North Melbourne,2,17,,,,,3-2-1
1933,Ted Llewellyn,Llewellyn,Ted,North Melbourne,2,15,,,,,3-2-1
